Resumen de incidencia;Horas registradas;Fecha de trabajo;Fecha;Hora Registro;Hasta;Cliente;Descripción del Trabajo;Clave Padre
Estimacion ETL;0,5;2025-07-31 13:00;2025-07-31;13:00;13:30;IE;"Omni.Pro (IE) Alignment - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


Omni.Pro (IE) Alignment
Join with Google Meet – You have been";IE70-442
Estimacion ETL;0,5;2025-07-31 13:30;2025-07-31;13:30;14:00;IE;Ajuste excel basado en feedback de globant;IE70-442
Estimacion ETL;0,75;2025-07-31 15:30;2025-07-31;15:30;16:15;IE;Ajuste final estimacion basado en feedback globant envio mensaje a globant para finalizar revision;IE70-442
All | Revisión change request;0,5;2025-07-31 16:15;2025-07-31;16:15;16:45;IE;Revision excel landings a migrar;IE70-4
All | Revisión change request;1,25;2025-07-31 16:45;2025-07-31;16:45;18:00;IE;Revision excel redirecciones landings IE;IE70-4
Reuniones con cliente ad-hoc;0,25;2025-08-01 08:00;2025-08-01;08:00;8:15;IE;Revision pendientes;IE70-7
Sesion interna de revision de sitio web;0,5;2025-08-01 14:30;2025-08-01;14:30;15:00;IE;"IE70-685 | Proceso de revision de implementacion de Target - ________________________________________________________________________________
Microsoft Teams ¿Necesitas ayuda?
Unirse a la reunión ahora
Id. de reunión: 214 600 980 532 5
Código de acceso: M9aS2wt3
________________________________
Para org";IE70-684
IE-Daily;0,25;2025-08-04 08:00;2025-08-04;08:00;8:15;IE;"IE70-10 CX | Daily IE - ________________________________
From: Diana Buitrago Estrada <diana.buitrago@omni.pro>
Sent: Tuesday, April 8, 2025 2:46:43 PM (UTC+01:00) Brussels, Copenhagen, Madrid, Paris
To: Diana Buitrago Estrada <diana.buitrago@omni.pro>; Andrea Castillo <and";IE70-7
All | Revisión change request;0,25;2025-08-04 15:15;2025-08-04;15:15;15:30;IE;Revision excel Alfredo;IE70-4
All | Revisión change request;0,5;2025-08-04 18:00;2025-08-04;18:00;18:30;IE;Revision pocs para demostracion sesion;IE70-4
Reuniones con cliente ad-hoc;2,0;2025-08-05 07:00;2025-08-05;07:00;9:00;IE;"RE: Thesaurus - Adobe : Integración de forms con campos variables - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


________________________________
From: Andrea Castillo <andre";IE70-7
All | Revisión change request;3,25;2025-08-05 09:00;2025-08-05;09:00;12:15;IE;Creacion web en react con solucion problema duplicados form en landing y callbacks;IE70-4
Sesion interna de revision de sitio web;1,25;2025-08-05 14:15;2025-08-05;14:15;15:30;IE;"IE70-685 | Ayuda en Target - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 222 881 413 590 0
Código de acceso: iu7vn22N
________________________________
Para organiza";IE70-684
IE-Daily;0,25;2025-08-06 08:00;2025-08-06;08:00;8:15;IE;"IE70-10 CX | Daily IE - ________________________________
From: Diana Buitrago Estrada <diana.buitrago@omni.pro>
Sent: Tuesday, April 8, 2025 2:46:43 PM (UTC+01:00) Brussels, Copenhagen, Madrid, Paris
To: Diana Buitrago Estrada <diana.buitrago@omni.pro>; Andrea Castillo <and";IE70-7
All | Revisión change request;1;2025-08-06 08:45;2025-08-06;08:45;9:45;IE;Montaje proyecto de prueba de react en repositorio y ajustes a data ttributes para correcto funcionamiento;IE70-4
All | Revisión change request;0,5;2025-08-06 09:45;2025-08-06;09:45;10:15;IE;Revision consultas pasadas por Anderson para country y province;IE70-4
All | Revisión change request;0,75;2025-08-06 11:45;2025-08-06;11:45;12:30;IE;Sesino andrea para ver puntos IE CR;IE70-4
Marketo | Integración servicio GDPR con Marketo;1;2025-08-06 17:45;2025-08-06;17:45;18:45;IE;"Creacion webhooks para GDPR y campa;as";IE70-4
All | Revisión change request;0,5;2025-08-06 18:45;2025-08-06;18:45;19:15;IE;Creacion assets de pruebas para test de Andrea con Minsait sobre custom objects;IE70-4
All | Revisión change request;0,75;2025-08-08 08:00;2025-08-08;08:00;8:45;IE;Respuestas correos custom objects y validaciones creacion;IE70-4
IE-Planning;0,5;2025-08-08 10:00;2025-08-08;10:00;10:30;IE;"IE - Pre Refinamiento - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 258 782 400 649
Passcode: XA7Mn3CB
________________________________
For organizers: Meeting options
_____";IE70-7
Revisar CO;1,0;2025-08-11 07:00;2025-08-11;07:00;8:00;IE;"Pruebas integradas Marketo - Dynamics - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


______________________________________________________________";IE70-517
IE-Daily;0,25;2025-08-11 08:00;2025-08-11;08:00;8:15;IE;"IE70-10 CX | Daily IE - ________________________________
From: Diana Buitrago Estrada <diana.buitrago@omni.pro>
Sent: Tuesday, April 8, 2025 2:46:43 PM (UTC+01:00) Brussels, Copenhagen, Madrid, Paris
To: Diana Buitrago Estrada <diana.buitrago@omni.pro>; Andrea Castillo <and";IE70-7
Revisar CO;4;2025-08-11 08:30;2025-08-11;08:30;12:30;IE;IE;IE70-517
Revisar CO;0,5;2025-08-11 15:00;2025-08-11;15:00;15:30;IE;Revision custom objects;IE70-517
Revisar CO;1,3;2025-08-12 07:00;2025-08-12;07:00;8:15;IE;"Pruebas integradas Marketo - Dynamics - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


______________________________________________________________";IE70-517
Revisar CO;0,75;2025-08-12 08:30;2025-08-12;08:30;9:15;IE;Ajustes custom objects para pruebas;IE70-517
IE-Daily;0,25;2025-08-12 09:15;2025-08-12;09:15;9:30;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
AT | Review of personalization failures based on edge audiences;0,25;2025-08-12 10:00;2025-08-12;10:00;10:15;IE;Actividad: Jira;IE70-4
AT | Review of personalization failures based on edge audiences;0,5;2025-08-12 10:45;2025-08-12;10:45;11:15;IE;Actividad: Jira;IE70-4
All | Revisión change request;1,5;2025-08-12 11:30;2025-08-12;11:30;13:00;IE;Ajuste scripts dinamicos para ejemplso de web react del ie;IE70-4
All | Revisión change request;1;2025-08-12 13:30;2025-08-12;13:30;14:30;IE;ajuste script dinamicos para web react de ie ;IE70-4
Sesion Minsait e IE;1,3;2025-08-13 07:00;2025-08-13;07:00;8:15;IE;"Pruebas integradas Marketo - Dynamics - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


______________________________________________________________";IE70-657
IE-Planning;0,25;2025-08-13 08:45;2025-08-13;08:45;9:00;IE;"IE70-11 CX | Planning IE - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 264 476 591 393
Passcode: im2AQ3zZ
________________________________
For organizers: Meeting options
_______";IE70-7
Sesion Minsait e IE;1,0;2025-08-14 07:00;2025-08-14;07:00;8:00;IE;"Pruebas integradas Marketo - Dynamics - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


______________________________________________________________";IE70-657
IE-Daily;0,25;2025-08-14 09:15;2025-08-14;09:15;9:30;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Sesion Minsait e IE;1,0;2025-08-15 07:00;2025-08-15;07:00;8:00;IE;"Pruebas integradas Marketo - Dynamics - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


______________________________________________________________";IE70-657
IE-Daily;0,25;2025-08-19 09:15;2025-08-19;09:15;9:30;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
IE-Daily;0,25;2025-08-20 09:15;2025-08-20;09:15;9:30;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Internal session;1;2025-08-20 17:00;2025-08-20;17:00;18:00;IE;"IE70-762 | Revision de consultas de cliente para sesion HERA | Web IE + Forms Marketo - ________________________________________________________________________________
Microsoft Teams ¿Necesitas ayuda?
Unirse a la reunión ahora
Id. de reunión: 222 279 024 636 9
Código de acceso: 7fg6PT3C
________________________________
Para org";IE70-742
Client session;1,3;2025-08-21 07:00;2025-08-21;07:00;8:15;IE;"Pruebas integradas Marketo - Dynamics - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


______________________________________________________________";IE70-742
Client session;0,75;2025-08-21 08:30;2025-08-21;08:30;9:15;IE;Revision problema de carga doble de forms;IE70-742
IE-Daily;0,25;2025-08-21 09:15;2025-08-21;09:15;9:30;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Marketo | Revisión Munchkin Code;0,75;2025-08-22 08:00;2025-08-22;08:00;8:45;IE;Revisando problemas de captura de interacciones on Munchkin code en AEM y webs IE;IE70-4
Marketo | Revisión Munchkin Code;1,25;2025-08-22 08:45;2025-08-22;08:45;10:00;IE;Pruebas en web local para verificar funcionmaiento. Prueba en web de AEM;IE70-4
IE-Planning;0,5;2025-08-22 10:00;2025-08-22;10:00;10:30;IE;"IE - Pre Refinamiento - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 258 782 400 649
Passcode: XA7Mn3CB
________________________________
For organizers: Meeting options
_____";IE70-7
Marketo | Revisión Munchkin Code;0,5;2025-08-22 10:30;2025-08-22;10:30;11:00;IE;Revision de cada landing que anteriormente usaba el munchkin para reportar el listado de errores al IE;IE70-4
IE-Daily;0,5;2025-08-25 10:00;2025-08-25;10:00;10:30;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Internal session;0,25;2025-09-01 09:00;2025-09-01;09:00;9:15;IE;"IE70-803 | Review of dynamic estimates for forms - ________________________________________________________________________________
Microsoft Teams ¿Necesitas ayuda?
Unirse a la reunión ahora
Id. de reunión: 226 428 070 811 7
Código de acceso: sJ6PA9rB
________________________________
Para org";IE70-743
IE-Daily;0,25;2025-09-01 09:15;2025-09-01;09:15;9:30;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
GDPR;3;2025-09-01 09:30;2025-09-01;09:30;12:30;IE;Revision flujo para GDPR;IE70-778
Review of AT malfunction error on Staging pages;1;2025-09-02 15:00;2025-09-02;15:00;16:00;IE;"IE70-811 | Review of AT malfunction error on Staging pages - ________________________________________________________________________________
Microsoft Teams ¿Necesitas ayuda?
Unirse a la reunión ahora
Id. de reunión: 233 973 851 891 2
Código de acceso: 4N3DJ7cy
________________________________
Para org";IE70-586
IE-Daily;0,25;2025-09-04 09:15;2025-09-04;09:15;9:30;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Change request review;0,5;2025-09-04 13:30;2025-09-04;13:30;14:00;IE;Revision logicas de redireccion solicitadas por anderson;IE70-743
Change request review;2,25;2025-09-04 15:45;2025-09-04;15:45;18:00;IE;"IE70-816 | Change request review - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 248 492 976 202 8
Passcode: Qc75zQ23
________________________________
For organizers: Meeting options
___";IE70-743
Change request review;1,3;2025-09-04 18:30;2025-09-04;18:30;19:45;IE;Ajuste de country y province en landings proporcionadas por AEM;IE70-743
Change request review;2,5;2025-09-05 08:30;2025-09-05;08:30;11:00;IE;Dinamismo para country, province, control de vision, ajustes Anderson;IE70-743
Change request review;1;2025-09-05 11:30;2025-09-05;11:30;12:30;IE;Prueba dinamismo campo requerido mediante codiog para forms marketo;IE70-743
Change request review;1;2025-09-05 13:00;2025-09-05;13:00;14:00;IE;Pruebas codigo para volver requerido un campo en Markto esde codigo;IE70-743
Change request review;0,75;2025-09-08 08:30;2025-09-08;08:30;9:15;IE;Revision estimacion change request dinamismos y asignacion de horas ;IE70-743
IE-Daily;0,25;2025-09-08 09:15;2025-09-08;09:15;9:30;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Change request review;1,5;2025-09-08 10:00;2025-09-08;10:00;11:30;IE;"HERA | Automatismos Landings Contribución de Omni - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


HERA | Automatismos Landings Contribución de Omni
Unirme con ";IE70-743
Change request review;0,75;2025-09-08 11:30;2025-09-08;11:30;12:15;IE;Definicion estimacion con Andres apra change request de dinamismos;IE70-743
Change request review;1,5;2025-09-08 14:00;2025-09-08;14:00;15:30;IE;Pruebas dinamismos para forms de Marketo;IE70-743
Change request review;1;2025-09-08 16:00;2025-09-08;16:00;17:00;IE;Pruebas dinamismos mediante codigo apra forms de marketo;IE70-743
Creación de dinamismos;0,75;2025-09-09 08:30;2025-09-09;08:30;9:15;IE;Preparacion docuemntacion CR;IE70-729
IE-Daily;0,25;2025-09-09 09:15;2025-09-09;09:15;9:30;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Change request review;0,5;2025-09-09 09:30;2025-09-09;09:30;10:00;IE;"Seguimiento proyecto HERA - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


______________________________________________________________";IE70-743
Change request review;3;2025-09-09 10:00;2025-09-09;10:00;13:00;IE;Revision de change requests con alfredo, willy, andrea, david. Revision estimacion con andres. Definicion de personas necesarias, definicion de fechas;IE70-743
Change request review;5,5;2025-09-09 13:30;2025-09-09;13:30;19:00;IE;Estimacion horas para go live 1, go live 2, qa, inicio documentacion de dinamismos para onboarding equipo nuevo. refinamietno estimacion con Andres y creacion de observaciones para facilitar entendimiento;IE70-743
Internal session;0,25;2025-09-10 08:30;2025-09-10;08:30;8:45;IE;Sesion IE;IE70-832
IE-Planning;0,25;2025-09-10 08:45;2025-09-10;08:45;9:00;IE;"IE70-11 CX | Planning IE - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 264 476 591 393
Passcode: im2AQ3zZ
________________________________
For organizers: Meeting options
_______";IE70-7
Internal session;1;2025-09-10 09:00;2025-09-10;09:00;10:00;IE;Sesion interna equipo dev que va a apoyar el cr;IE70-832
Internal session;1;2025-09-10 10:00;2025-09-10;10:00;11:00;IE;Creacion documentacion con funciones para dinamismos;IE70-832
Internal session;2;2025-09-10 11:00;2025-09-10;11:00;13:00;IE;Busqueda solucion problema campos requeridos dinamicamente desde forms a traves de codigo;IE70-832
Internal session;1,5;2025-09-10 14:30;2025-09-10;14:30;16:00;IE;Sesion Andres para ver casos dinamismso y riesgos;IE70-832
Internal session;1,5;2025-09-10 16:00;2025-09-10;16:00;17:30;IE;Levantamiento Riesgos, explicacion change request, pendientes, documentacion;IE70-832
Internal session;3,75;2025-09-10 18:00;2025-09-10;18:00;21:45;IE;"Levantamiento documentacion con dinamismos para go live 1 y parte del 2, planteamiento problema escalabilidad desde AEM, dise;o ejemplo para usar en explicacion a devs";IE70-832
Creación de dinamismos;1,25;2025-09-11 08:00;2025-09-11;08:00;9:15;IE;Refinamiento funcions reusables ;IE70-729
IE-Daily;0,25;2025-09-11 09:15;2025-09-11;09:15;9:30;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Creación de dinamismos;0,5;2025-09-11 09:30;2025-09-11;09:30;10:00;IE;Refinamiento y documentacion funciones;IE70-729
Creación de dinamismos;1,75;2025-09-11 11:15;2025-09-11;11:15;13:00;IE;Pruebas con AEM forms para integracion de repositorio de funciones;IE70-729
Creación de dinamismos;0,75;2025-09-11 13:30;2025-09-11;13:30;14:15;IE;"IE | Contexto funcional para pruebas de los Custom Objects - IE | Contexto funcional para pruebas de los Custom Objects
________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 221 660 010 840 3
Código de acceso:";IE70-729
Creación de dinamismos;1,25;2025-09-11 15:15;2025-09-11;15:15;16:30;IE;"IE | Dinamismos Forms -   *
Explicación documentación con código necesario para el desarrollo.
  *
Explicación fechas estimadas
  *
Explicación dinamismos requeridos
  *
Explicación riesgos identificados

_________________________________________________________________";IE70-729
Creación de dinamismos;0,75;2025-09-11 16:30;2025-09-11;16:30;17:15;IE;Refinamiento funcion redirect en repositorio;IE70-729
Reuniones con cliente ad-hoc;0,75;2025-09-11 17:15;2025-09-11;17:15;18:00;IE;Pruebas munchkin;IE70-7
Creación de dinamismos;0,5;2025-09-12 08:30;2025-09-12;08:30;9:00;IE;Ajuste documentacion landings CR;IE70-729
Creación de dinamismos;0,5;2025-09-12 09:00;2025-09-12;09:00;9:30;IE;"Revisión OData/API de AEM - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


Revisión OData/API de AEM
Unirme con Google Meet: Alfredo Mai";IE70-729
Creación de dinamismos;0,5;2025-09-12 09:30;2025-09-12;09:30;10:00;IE;Solucion dudas equipo CR sobre landings dinamismos;IE70-729
IE-Planning;1;2025-09-12 10:00;2025-09-12;10:00;11:00;IE;"IE | Revisión semanal Project - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 175 108 183
Código de acceso: 6cg3gQ6S
________________________________
Para organizado";IE70-7
Creación de dinamismos;1;2025-09-12 15:00;2025-09-12;15:00;16:00;IE;Ajuste archivo funcion para redirect;IE70-729
Creación de dinamismos;0,5;2025-09-12 16:00;2025-09-12;16:00;16:30;IE;"IE | Dinamismos Forms (follow up) -   *
Explicación documentación con código necesario para el desarrollo.
  *
Explicación fechas estimadas
  *
Explicación dinamismos requeridos
  *
Explicación riesgos identificados

_________________________________________________________________";IE70-729
Creación de dinamismos;1,3;2025-09-15 07:00;2025-09-15;07:00;8:15;IE;Ajuste fichero funciones en AEM para provincias y paises;IE70-729
Creación de dinamismos;0,75;2025-09-15 08:30;2025-09-15;08:30;9:15;IE;Diseno url libreria funciones AEM dinamica debido a problema de cacheo de versiones;IE70-729
IE-Daily;0,5;2025-09-15 09:15;2025-09-15;09:15;9:45;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Creación de dinamismos;0,75;2025-09-15 09:45;2025-09-15;09:45;10:30;IE;"Landings Tipo Lead 2 - QA interno - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


Landings Tipo Lead 2 - QA interno
Unirme con Google Meet: Alf";IE70-729
Creación de dinamismos;2,5;2025-09-15 10:30;2025-09-15;10:30;13:00;IE;Ajuste funciones dinamicas y pruebas url relativas;IE70-729
Creación de dinamismos;2,5;2025-09-15 14:30;2025-09-15;14:30;17:00;IE;Ajuste de todas las landings desarrolladas hasta el momento con nueva URL de TYP, libreria de funciones y revision antes de migracion;IE70-729
Creación de dinamismos;4;2025-09-15 17:00;2025-09-15;17:00;21:00;IE;Migracion de landings de pruba local a AEM, pruebas, y generacion de enlaces de publish para el equipo de QA;IE70-729
Creación de dinamismos;1,3;2025-09-16 07:00;2025-09-16;07:00;8:15;IE;Revision llamado fichero dinamico debido al problema de que no actualiza sin que se le manden query params que cambien en tiempo real como timestmap;IE70-729
Reuniones con cliente ad-hoc;1,25;2025-09-16 08:30;2025-09-16;08:30;9:45;IE;"HERA | Web - Forms - TYP - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


Buenos días, por favor, revisad los asistentes y reenviad la c";IE70-7
Creación de dinamismos;0,25;2025-09-16 09:45;2025-09-16;09:45;10:00;IE;Revision nuevos endpoints para country, province y programs;IE70-729
Creación de dinamismos;0,75;2025-09-16 10:00;2025-09-16;10:00;10:45;IE;"IE70- | Revision Surveys CR - ________________________________________________________________________________
Microsoft Teams ¿Necesitas ayuda?
Unirse a la reunión ahora
Id. de reunión: 287 877 776 278 2
Código de acceso: nV6VD7Jb
________________________________
Para org";IE70-729
Creación de dinamismos;0,25;2025-09-16 10:45;2025-09-16;10:45;11:00;IE;implementacion nuevos endpoints de AEM para catalogo datos;IE70-729
Creación de dinamismos;0,5;2025-09-16 15:00;2025-09-16;15:00;15:30;IE;"IE70-838 | Landing tipo 3 y demas - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 229 055 683 496 7
Passcode: Np2g8Vr6
________________________________
For organizers: Meeting options
___";IE70-729
Creación de dinamismos;0,5;2025-09-16 15:30;2025-09-16;15:30;16:00;IE;"IE70- | Revision Surveys CR - ________________________________________________________________________________
Microsoft Teams ¿Necesitas ayuda?
Unirse a la reunión ahora
Id. de reunión: 266 642 408 415 1
Código de acceso: eH2is9zX
________________________________
Para org";IE70-729
Creación de dinamismos;0,5;2025-09-16 16:00;2025-09-16;16:00;16:30;IE;"IE70-838 | Revision QA IE - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 252 594 423 921 0
Passcode: R6ro2Ff3
________________________________
For organizers: Meeting options
___";IE70-729
Creación de dinamismos;0,75;2025-09-16 16:30;2025-09-16;16:30;17:15;IE;Documentacion funcion de redireccion y logica de parametros para las webs fuera de AEM;IE70-729
Creación de dinamismos;1;2025-09-16 17:15;2025-09-16;17:15;18:15;IE;entendimiento desarrollo Roberto, solicitud Copilot, revision pposibilidad de implementar otros agentes de IA;IE70-729
Creación de dinamismos;2,0;2025-09-16 18:15;2025-09-16;18:15;20:15;IE;Ajuste landings de AEM con fix para error de endpoints aem, url relativas, y fix error referencia timestamp en endpoint fichero funciones;IE70-729
Creación de dinamismos;0,25;2025-09-17 08:00;2025-09-17;08:00;8:15;IE;Revision nuevo fichero subido;IE70-729
Creación de dinamismos;0,75;2025-09-17 09:00;2025-09-17;09:00;9:45;IE;"Revisión estimación Omni CR automatismos - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro



____________________________________________________________";IE70-729
Creación de dinamismos;1,75;2025-09-17 09:45;2025-09-17;09:45;11:30;IE;Alineacion respecto a dataLayer, a tarea L1 de AEM a funciones para success solicitadas por AEM.;IE70-729
Reuniones con cliente ad-hoc;1;2025-09-17 18:00;2025-09-17;18:00;19:00;IE;Definicion change request basado en sesiuon con cliente;IE70-7
Creación de dinamismos;1;2025-09-18 08:30;2025-09-18;08:30;9:30;IE;seguimiento desarrollo dinamismos;IE70-729
IE-Daily;0,25;2025-09-18 10:30;2025-09-18;10:30;10:45;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Creación de dinamismos;1,25;2025-09-18 10:45;2025-09-18;10:45;12:00;IE;ajustes funcion de dataLayer, revision errores url landings ;IE70-729
IE-Planning;0,5;2025-09-19 09:00;2025-09-19;09:00;9:30;IE;"IE | Revisión semanal Project - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 175 108 183
Código de acceso: 6cg3gQ6S
________________________________
Para organizado";IE70-7
IE-Daily;0,5;2025-09-19 10:00;2025-09-19;10:00;10:30;IE;"IE - Pre Refinamiento - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 258 782 400 649
Passcode: XA7Mn3CB
________________________________
For organizers: Meeting options
_____";IE70-7
Creación de dinamismos;0,5;2025-09-22 08:30;2025-09-22;08:30;9:00;IE;Revision nuevas url proporcionadas por AEM;IE70-729
Creación de dinamismos;1;2025-09-22 09:30;2025-09-22;09:30;10:30;IE;"IE70-838 | Pruebas script - ________________________________________________________________________________
Microsoft Teams Need help?
Join the meeting now
Meeting ID: 235 505 734 098 6
Passcode: ek6YD3Lv
________________________________
For organizers: Meeting options
___";IE70-729
IE-Daily;0,75;2025-09-22 10:30;2025-09-22;10:30;11:15;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Creación de dinamismos;0,75;2025-09-22 11:15;2025-09-22;11:15;12:00;IE;Actualizacion fichero con campo CTA solicitado;IE70-729
Creación de dinamismos;0,25;2025-09-22 13:45;2025-09-22;13:45;14:00;IE;Actualizacion landings tipo 2;IE70-729
IE-Daily;0,25;2025-09-23 10:30;2025-09-23;10:30;10:45;IE;"IE70-10 CX | Daily IE - ________________________________________________________________________________
Microsoft Teams ¿Necesita ayuda?
Unirse a la reunión ahora
Id. de reunión: 249 274 118 740
Código de acceso: vJ2rC74M
________________________________
Para organizadore";IE70-7
Reuniones con cliente ad-hoc;1,25;2025-09-24 08:30;2025-09-24;08:30;9:45;IE;"Insercion forms en landings públicas - ADVERTENCIA: Este es un email externo. 1. Verifique el remitente 2. No descargue adjuntos desconocidos 3. No haga click en links 4. ante sospechas reporte al buzón ciberseguridad@omni.pro


______________________________________________________________";IE70-7
